9	5	401201
9	6	401201
2	6	401202
0	2	401203
9	1	401204
9	2	401204
12	0	401205
8	7	400901
9	7	400901
10	5	400902
11	5	400902
7	5	400903
8	5	400903
7	6	400904
4	7	400905
5	7	400905
9	2	400906
12	4	400907
13	4	400907
13	5	400908
13	6	400908
14	4	400909
15	4	400909
6	2	401501
10	1	401502
12	2	401503
13	1	401504
13	0	401505
13	0	401506
16	3	401507
16	3	401508
16	3	401509
17	3	401509
16	3	401510
0	8	450001
1	8	450001
2	8	450001
3	8	450001
4	8	450001
5	8	450001
6	8	450001
7	8	450001
8	8	450001
9	8	450001
10	8	450001
11	8	450001
12	8	450001
13	8	450001
14	8	450001
15	8	450001
16	8	450001
17	8	450001
18	8	450001
11	7	450002
8	7	450003
9	7	450003
11	6	450004
10	6	450005
11	6	450005
9	5	450006
9	6	450006
10	5	450006
10	6	450006
11	5	450006
11	6	450006
8	5	450007
9	5	450007
10	5	450007
10	4	450008
11	4	450008
8	3	450009
9	3	450009
7	3	450010
8	3	450010
6	4	450011
7	4	450011
4	4	450012
5	4	450012
6	4	450012
7	4	450012
3	5	450013
4	5	450013
5	5	450013
6	5	450013
6	5	450014
7	5	450014
6	5	450015
7	5	450015
7	5	450016
8	6	450017
7	6	450018
8	6	450018
3	7	450019
4	7	450019
5	7	450019
6	7	450019
7	7	450019
3	6	450020
4	6	450020
2	7	450021
3	7	450021
1	6	450022
2	6	450022
1	5	450023
1	6	450023
2	5	450023
2	6	450023
0	5	450024
1	5	450024
1	4	450025
2	4	450025
0	3	450026
0	4	450026
1	2	450027
2	2	450027
0	2	450028
1	1	450029
2	1	450029
2	2	450030
3	2	450030
2	1	450031
3	1	450031
3	2	450032
4	2	450032
4	2	450033
5	2	450033
4	3	450034
5	3	450034
3	3	450035
4	3	450035
5	3	450035
5	2	450036
5	3	450036
6	2	450036
6	3	450036
6	2	450037
7	2	450037
6	2	450038
7	2	450038
7	2	450039
8	2	450039
6	1	450040
7	1	450040
8	1	450041
9	1	450041
10	2	450042
11	2	450042
8	2	450043
9	2	450043
