70	650
1	0	0	128	128
2	128	0	256	128
3	256	0	384	128
4	384	0	512	128
5	512	0	640	128
6	640	0	768	128
7	768	0	896	128
8	896	0	1024	128
9	1024	0	1152	128
10	1152	0	1280	128
11	1280	0	1408	128
12	1408	0	1536	128
13	1536	0	1664	128
14	1664	0	1792	128
15	1792	0	1920	128
16	1920	0	2048	128
17	2048	0	2176	128
18	2176	0	2304	128
19	2304	0	2432	128
20	2432	0	2560	128
21	2560	0	2688	128
22	2688	0	2816	128
23	2816	0	2944	128
24	2944	0	3072	128
25	3072	0	3200	128
26	3200	0	3328	128
27	0	128	128	256
28	128	128	256	256
29	256	128	384	256
30	384	128	512	256
31	512	128	640	256
32	640	128	768	256
33	768	128	896	256
34	896	128	1024	256
35	1024	128	1152	256
36	1152	128	1280	256
37	1280	128	1408	256
38	1408	128	1536	256
39	1536	128	1664	256
40	1664	128	1792	256
41	1792	128	1920	256
42	1920	128	2048	256
43	2048	128	2176	256
44	2176	128	2304	256
45	2304	128	2432	256
46	2432	128	2560	256
47	2560	128	2688	256
48	2688	128	2816	256
49	2816	128	2944	256
50	2944	128	3072	256
51	3072	128	3200	256
52	3200	128	3328	256
53	0	256	128	384
54	128	256	256	384
55	256	256	384	384
56	384	256	512	384
57	512	256	640	384
58	640	256	768	384
59	768	256	896	384
60	896	256	1024	384
61	1024	256	1152	384
62	1152	256	1280	384
63	1280	256	1408	384
64	1408	256	1536	384
65	1536	256	1664	384
66	1664	256	1792	384
67	1792	256	1920	384
68	1920	256	2048	384
69	2048	256	2176	384
70	2176	256	2304	384
71	2304	256	2432	384
72	2432	256	2560	384
73	2560	256	2688	384
74	2688	256	2816	384
75	2816	256	2944	384
76	2944	256	3072	384
77	3072	256	3200	384
78	3200	256	3328	384
79	0	384	128	512
80	128	384	256	512
81	256	384	384	512
82	384	384	512	512
83	512	384	640	512
84	640	384	768	512
85	768	384	896	512
86	896	384	1024	512
87	1024	384	1152	512
88	1152	384	1280	512
89	1280	384	1408	512
90	1408	384	1536	512
91	1536	384	1664	512
92	1664	384	1792	512
93	1792	384	1920	512
94	1920	384	2048	512
95	2048	384	2176	512
96	2176	384	2304	512
97	2304	384	2432	512
98	2432	384	2560	512
99	2560	384	2688	512
100	2688	384	2816	512
101	2816	384	2944	512
102	2944	384	3072	512
103	3072	384	3200	512
104	3200	384	3328	512
105	0	512	128	640
106	128	512	256	640
107	256	512	384	640
108	384	512	512	640
109	512	512	640	640
110	640	512	768	640
111	768	512	896	640
112	896	512	1024	640
113	1024	512	1152	640
114	1152	512	1280	640
115	1280	512	1408	640
116	1408	512	1536	640
117	1536	512	1664	640
118	1664	512	1792	640
119	1792	512	1920	640
120	1920	512	2048	640
121	2048	512	2176	640
122	2176	512	2304	640
123	2304	512	2432	640
124	2432	512	2560	640
125	2560	512	2688	640
126	2688	512	2816	640
127	2816	512	2944	640
128	2944	512	3072	640
129	3072	512	3200	640
130	3200	512	3328	640
131	0	640	128	768
132	128	640	256	768
133	256	640	384	768
134	384	640	512	768
135	512	640	640	768
136	640	640	768	768
137	768	640	896	768
138	896	640	1024	768
139	1024	640	1152	768
140	1152	640	1280	768
141	1280	640	1408	768
142	1408	640	1536	768
143	1536	640	1664	768
144	1664	640	1792	768
145	1792	640	1920	768
146	1920	640	2048	768
147	2048	640	2176	768
148	2176	640	2304	768
149	2304	640	2432	768
150	2432	640	2560	768
151	2560	640	2688	768
152	2688	640	2816	768
153	2816	640	2944	768
154	2944	640	3072	768
155	3072	640	3200	768
156	3200	640	3328	768
157	0	768	128	896
158	128	768	256	896
159	256	768	384	896
160	384	768	512	896
161	512	768	640	896
162	640	768	768	896
163	768	768	896	896
164	896	768	1024	896
165	1024	768	1152	896
166	1152	768	1280	896
167	1280	768	1408	896
168	1408	768	1536	896
169	1536	768	1664	896
170	1664	768	1792	896
171	1792	768	1920	896
172	1920	768	2048	896
173	2048	768	2176	896
174	2176	768	2304	896
175	2304	768	2432	896
176	2432	768	2560	896
177	2560	768	2688	896
178	2688	768	2816	896
179	2816	768	2944	896
180	2944	768	3072	896
181	3072	768	3200	896
182	3200	768	3328	896
183	0	896	128	1024
184	128	896	256	1024
185	256	896	384	1024
186	384	896	512	1024
187	512	896	640	1024
188	640	896	768	1024
189	768	896	896	1024
190	896	896	1024	1024
191	1024	896	1152	1024
192	1152	896	1280	1024
193	1280	896	1408	1024
194	1408	896	1536	1024
195	1536	896	1664	1024
196	1664	896	1792	1024
197	1792	896	1920	1024
198	1920	896	2048	1024
199	2048	896	2176	1024
200	2176	896	2304	1024
201	2304	896	2432	1024
202	2432	896	2560	1024
203	2560	896	2688	1024
204	2688	896	2816	1024
205	2816	896	2944	1024
206	2944	896	3072	1024
207	3072	896	3200	1024
208	3200	896	3328	1024
209	0	1024	128	1152
210	128	1024	256	1152
211	256	1024	384	1152
212	384	1024	512	1152
213	512	1024	640	1152
214	640	1024	768	1152
215	768	1024	896	1152
216	896	1024	1024	1152
217	1024	1024	1152	1152
218	1152	1024	1280	1152
219	1280	1024	1408	1152
220	1408	1024	1536	1152
221	1536	1024	1664	1152
222	1664	1024	1792	1152
223	1792	1024	1920	1152
224	1920	1024	2048	1152
225	2048	1024	2176	1152
226	2176	1024	2304	1152
227	2304	1024	2432	1152
228	2432	1024	2560	1152
229	2560	1024	2688	1152
