72	90
1	0	0	128	128
2	128	0	256	128
3	256	0	384	128
4	384	0	512	128
5	512	0	640	128
6	640	0	768	128
7	768	0	896	128
8	896	0	1024	128
9	1024	0	1152	128
10	1152	0	1280	128
11	0	128	128	256
12	128	128	256	256
13	256	128	384	256
14	384	128	512	256
15	512	128	640	256
16	640	128	768	256
17	768	128	896	256
18	896	128	1024	256
19	1024	128	1152	256
20	1152	128	1280	256
21	0	256	128	384
22	128	256	256	384
23	256	256	384	384
24	384	256	512	384
25	512	256	640	384
26	640	256	768	384
27	768	256	896	384
28	896	256	1024	384
29	1024	256	1152	384
30	1152	256	1280	384
31	0	384	128	512
32	128	384	256	512
33	256	384	384	512
34	384	384	512	512
35	512	384	640	512
36	640	384	768	512
37	768	384	896	512
38	896	384	1024	512
39	1024	384	1152	512
40	1152	384	1280	512
41	0	512	128	640
42	128	512	256	640
43	256	512	384	640
44	384	512	512	640
45	512	512	640	640
46	640	512	768	640
47	768	512	896	640
48	896	512	1024	640
49	1024	512	1152	640
50	1152	512	1280	640
51	0	640	128	768
52	128	640	256	768
53	256	640	384	768
54	384	640	512	768
55	512	640	640	768
56	640	640	768	768
57	768	640	896	768
58	896	640	1024	768
59	1024	640	1152	768
60	1152	640	1280	768
61	0	768	128	896
62	128	768	256	896
63	256	768	384	896
64	384	768	512	896
65	512	768	640	896
66	640	768	768	896
67	768	768	896	896
68	896	768	1024	896
69	1024	768	1152	896
70	1152	768	1280	896
71	0	896	128	1024
72	128	896	256	1024
73	256	896	384	1024
74	384	896	512	1024
75	512	896	640	1024
76	640	896	768	1024
77	768	896	896	1024
78	896	896	1024	1024
79	1024	896	1152	1024
80	1152	896	1280	1024
81	0	1024	128	1152
82	128	1024	256	1152
83	256	1024	384	1152
84	384	1024	512	1152
85	512	1024	640	1152
86	640	1024	768	1152
87	768	1024	896	1152
88	896	1024	1024	1152
89	1024	1024	1152	1152
90	1152	1024	1280	1152
