0	1	45001
0	2	45001
1	1	45001
1	2	45001
2	1	45001
2	2	45001
3	1	45001
3	2	45001
0	1	45002
1	1	45003
2	1	45004
3	1	45005
0	0	450101
0	1	450101
0	2	450101
3	0	450102
3	1	450102
3	2	450102
4	0	450102
4	1	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
4	2	450102
