70	9500
1	0	0	32	32
2	32	0	64	32
3	64	0	96	32
4	96	0	128	32
5	128	0	160	32
6	160	0	192	32
7	192	0	224	32
8	224	0	256	32
9	256	0	288	32
10	288	0	320	32
11	320	0	352	32
12	352	0	384	32
13	384	0	416	32
14	416	0	448	32
15	448	0	480	32
16	480	0	512	32
17	512	0	544	32
18	544	0	576	32
19	576	0	608	32
20	608	0	640	32
21	640	0	672	32
22	672	0	704	32
23	704	0	736	32
24	736	0	768	32
25	768	0	800	32
26	800	0	832	32
27	832	0	864	32
28	864	0	896	32
29	896	0	928	32
30	928	0	960	32
31	960	0	992	32
32	992	0	1024	32
33	1024	0	1056	32
34	1056	0	1088	32
35	1088	0	1120	32
36	1120	0	1152	32
37	1152	0	1184	32
38	1184	0	1216	32
39	1216	0	1248	32
40	1248	0	1280	32
41	1280	0	1312	32
42	1312	0	1344	32
43	1344	0	1376	32
44	1376	0	1408	32
45	1408	0	1440	32
46	1440	0	1472	32
47	1472	0	1504	32
48	1504	0	1536	32
49	1536	0	1568	32
50	1568	0	1600	32
51	1600	0	1632	32
52	1632	0	1664	32
53	1664	0	1696	32
54	1696	0	1728	32
55	1728	0	1760	32
56	1760	0	1792	32
57	1792	0	1824	32
58	1824	0	1856	32
59	1856	0	1888	32
60	1888	0	1920	32
61	1920	0	1952	32
62	1952	0	1984	32
63	1984	0	2016	32
64	2016	0	2048	32
65	2048	0	2080	32
66	2080	0	2112	32
67	2112	0	2144	32
68	2144	0	2176	32
69	2176	0	2208	32
70	2208	0	2240	32
71	2240	0	2272	32
72	2272	0	2304	32
73	2304	0	2336	32
74	2336	0	2368	32
75	2368	0	2400	32
76	2400	0	2432	32
77	2432	0	2464	32
78	2464	0	2496	32
79	2496	0	2528	32
80	2528	0	2560	32
81	2560	0	2592	32
82	2592	0	2624	32
83	2624	0	2656	32
84	2656	0	2688	32
85	2688	0	2720	32
86	2720	0	2752	32
87	2752	0	2784	32
88	2784	0	2816	32
89	2816	0	2848	32
90	2848	0	2880	32
91	2880	0	2912	32
92	2912	0	2944	32
93	2944	0	2976	32
94	2976	0	3008	32
95	3008	0	3040	32
96	0	32	32	64
97	32	32	64	64
98	64	32	96	64
99	96	32	128	64
100	128	32	160	64
101	160	32	192	64
102	192	32	224	64
103	224	32	256	64
104	256	32	288	64
105	288	32	320	64
106	320	32	352	64
107	352	32	384	64
108	384	32	416	64
109	416	32	448	64
110	448	32	480	64
111	480	32	512	64
112	512	32	544	64
113	544	32	576	64
114	576	32	608	64
115	608	32	640	64
116	640	32	672	64
117	672	32	704	64
118	704	32	736	64
119	736	32	768	64
120	768	32	800	64
121	800	32	832	64
122	832	32	864	64
123	864	32	896	64
124	896	32	928	64
125	928	32	960	64
126	960	32	992	64
127	992	32	1024	64
128	1024	32	1056	64
129	1056	32	1088	64
130	1088	32	1120	64
131	1120	32	1152	64
132	1152	32	1184	64
133	1184	32	1216	64
134	1216	32	1248	64
135	1248	32	1280	64
136	1280	32	1312	64
137	1312	32	1344	64
138	1344	32	1376	64
139	1376	32	1408	64
140	1408	32	1440	64
141	1440	32	1472	64
142	1472	32	1504	64
143	1504	32	1536	64
144	1536	32	1568	64
145	1568	32	1600	64
146	1600	32	1632	64
147	1632	32	1664	64
148	1664	32	1696	64
149	1696	32	1728	64
150	1728	32	1760	64
151	1760	32	1792	64
152	1792	32	1824	64
153	1824	32	1856	64
154	1856	32	1888	64
155	1888	32	1920	64
156	1920	32	1952	64
157	1952	32	1984	64
158	1984	32	2016	64
159	2016	32	2048	64
160	2048	32	2080	64
161	2080	32	2112	64
162	2112	32	2144	64
163	2144	32	2176	64
164	2176	32	2208	64
165	2208	32	2240	64
166	2240	32	2272	64
167	2272	32	2304	64
168	2304	32	2336	64
169	2336	32	2368	64
170	2368	32	2400	64
171	2400	32	2432	64
172	2432	32	2464	64
173	2464	32	2496	64
174	2496	32	2528	64
175	2528	32	2560	64
176	2560	32	2592	64
177	2592	32	2624	64
178	2624	32	2656	64
179	2656	32	2688	64
180	2688	32	2720	64
181	2720	32	2752	64
182	2752	32	2784	64
183	2784	32	2816	64
184	2816	32	2848	64
185	2848	32	2880	64
186	2880	32	2912	64
187	2912	32	2944	64
188	2944	32	2976	64
189	2976	32	3008	64
190	3008	32	3040	64
191	0	64	32	96
192	32	64	64	96
193	64	64	96	96
194	96	64	128	96
195	128	64	160	96
196	160	64	192	96
197	192	64	224	96
198	224	64	256	96
199	256	64	288	96
200	288	64	320	96
201	320	64	352	96
202	352	64	384	96
203	384	64	416	96
204	416	64	448	96
205	448	64	480	96
206	480	64	512	96
207	512	64	544	96
208	544	64	576	96
209	576	64	608	96
210	608	64	640	96
211	640	64	672	96
212	672	64	704	96
213	704	64	736	96
214	736	64	768	96
215	768	64	800	96
216	800	64	832	96
217	832	64	864	96
218	864	64	896	96
219	896	64	928	96
220	928	64	960	96
221	960	64	992	96
222	992	64	1024	96
223	1024	64	1056	96
224	1056	64	1088	96
225	1088	64	1120	96
226	1120	64	1152	96
227	1152	64	1184	96
228	1184	64	1216	96
229	1216	64	1248	96
230	1248	64	1280	96
231	1280	64	1312	96
232	1312	64	1344	96
233	1344	64	1376	96
234	1376	64	1408	96
235	1408	64	1440	96
236	1440	64	1472	96
237	1472	64	1504	96
238	1504	64	1536	96
239	1536	64	1568	96
240	1568	64	1600	96
241	1600	64	1632	96
242	1632	64	1664	96
243	1664	64	1696	96
244	1696	64	1728	96
245	1728	64	1760	96
246	1760	64	1792	96
247	1792	64	1824	96
248	1824	64	1856	96
249	1856	64	1888	96
250	1888	64	1920	96
251	1920	64	1952	96
252	1952	64	1984	96
253	1984	64	2016	96
254	2016	64	2048	96
255	2048	64	2080	96
256	2080	64	2112	96
257	2112	64	2144	96
258	2144	64	2176	96
259	2176	64	2208	96
260	2208	64	2240	96
261	2240	64	2272	96
262	2272	64	2304	96
263	2304	64	2336	96
264	2336	64	2368	96
265	2368	64	2400	96
266	2400	64	2432	96
267	2432	64	2464	96
268	2464	64	2496	96
269	2496	64	2528	96
270	2528	64	2560	96
271	2560	64	2592	96
272	2592	64	2624	96
273	2624	64	2656	96
274	2656	64	2688	96
275	2688	64	2720	96
276	2720	64	2752	96
277	2752	64	2784	96
278	2784	64	2816	96
279	2816	64	2848	96
280	2848	64	2880	96
281	2880	64	2912	96
282	2912	64	2944	96
283	2944	64	2976	96
284	2976	64	3008	96
285	3008	64	3040	96
286	0	96	32	128
287	32	96	64	128
288	64	96	96	128
