1490	8	9	72	80
1491	80	10	137	80
1492	144	11	199	80
1493	208	12	259	80
1494	272	11	336	80
1495	344	11	426	80
1496	440	11	525	80
1497	536	11	604	80
1500	8	118	78	176
1501	88	112	152	176
1502	160	104	227	176
1503	240	104	311	176
1504	320	92	389	176
1505	400	93	469	176
1506	480	94	550	176
1507	560	94	630	176
1508	644	93	708	177
1509	716	95	780	177
1510	788	116	859	177
1520	8	286	83	336
1521	96	288	175	336
1522	189	294	283	336
1523	296	296	386	336
1524	400	307	477	336
1525	488	305	561	336
1526	572	293	632	336
1527	645	285	709	336
1550	14	193	38	240
1551	46	187	68	240
1552	78	193	102	240
1553	112	192	137	240
1554	150	194	185	240
1560	8	286	83	336
1561	96	288	175	336
1562	189	294	283	336
1563	296	296	386	336
1564	400	307	477	336
1565	488	305	561	336
1566	572	293	632	336
1567	645	285	709	336
