1140	449	318	493	371
1141	405	317	442	371
1142	346	318	400	371
1143	283	318	341	371
1144	228	318	277	371
1145	176	318	220	371
1150	449	256	496	308
1151	391	254	443	308
1152	331	253	387	308
1153	274	254	325	308
1154	219	256	268	308
1155	172	255	214	308
1156	120	252	164	308
1157	69	254	116	308
1160	437	379	492	431
1161	366	387	433	431
1162	288	389	358	431
1163	207	388	282	431
1164	113	386	201	431
1165	8	385	103	431
1170	590	506	607	519
1171	650	476	723	523
1172	738	475	816	524
1173	822	473	904	524
1174	910	469	1001	524
1175	1006	469	1085	524
1176	1108	488	1150	525
1177	598	566	638	602
1178	689	568	728	602
1179	779	568	816	602
1180	452	83	489	157
1181	396	97	445	157
1182	297	99	389	157
1183	209	98	295	157
1184	129	97	206	157
1185	75	97	116	157
1190	452	83	489	157
1191	396	97	445	157
1192	297	99	389	157
1193	209	98	295	157
1194	129	97	206	157
1195	75	97	116	157
1200	446	176	490	234
1201	399	186	439	234
1202	345	161	384	234
1203	296	166	337	234
1204	242	172	288	234
1205	188	163	230	234
1206	133	185	180	234
1207	80	186	120	234
1208	20	167	65	234
1210	438	539	492	587
1211	364	516	427	587
1212	295	530	360	587
1213	217	521	288	587
1214	134	523	208	587
1215	50	531	116	587
