1310	0	0	151	99
1311	151	0	302	99
1312	302	0	453	99
1313	453	0	604	99
1314	604	0	755	99
1315	755	0	906	99
1316	906	0	1057	99
1317	1057	0	1208	99
1318	1208	0	1359	99
1319	1359	0	1510	99
1320	1510	0	1661	99
1321	1661	0	1812	99
1322	1812	0	1963	99
1323	1963	0	2114	99
1324	2114	0	2265	99
1325	2265	0	2416	99
1326	2416	0	2567	99
1327	2567	0	2718	99
1328	2718	0	2869	99
1329	2869	0	3020	99
1330	3020	0	3171	99
1331	3171	0	3322	99
1332	3322	0	3473	99
1333	3473	0	3624	99
1334	3624	0	3775	99
1335	3775	0	3926	99
1336	3926	0	4077	99
1337	4077	0	4228	99
1338	4228	0	4379	99
1339	4379	0	4530	99
1340	0	139	76	198
1341	76	139	152	198
1342	152	139	228	198
1343	228	139	304	198
1344	304	139	380	198
1345	380	139	456	198
1346	456	139	532	198
1347	532	139	608	198
1348	608	139	684	198
1349	684	139	760	198
1350	760	139	836	198
1351	836	139	912	198
1352	912	139	988	198
1353	988	139	1064	198
1354	1064	139	1140	198
1355	1140	139	1216	198
1356	1216	139	1292	198
1357	1292	139	1368	198
1358	1368	139	1444	198
1359	1444	139	1520	198
1360	1520	139	1596	198
1361	1596	139	1672	198
1362	1672	139	1748	198
1363	1748	139	1824	198
1370	0	247	155	320
1371	155	247	310	320
1372	310	247	465	320
1373	465	247	620	320
1374	620	247	775	320
1375	775	247	930	320
1376	930	247	1085	320
1377	1085	247	1240	320
1378	1240	247	1395	320
1379	1395	247	1550	320
1380	1550	247	1705	320
1381	1705	247	1860	320
1382	1860	247	2015	320
1383	2015	247	2170	320
1384	2170	247	2325	320
1385	2325	247	2480	320
1386	2480	247	2635	320
1387	2635	247	2790	320
1388	2790	247	2945	320
1389	2945	247	3100	320
1390	3100	247	3255	320
1391	3255	247	3410	320
1392	3410	247	3565	320
1393	3565	247	3720	320
