1030	59	2	99	346
1031	175	6	207	166
1032	257	4	289	748
1033	368	10	400	202
1010	15	482	30	527
1011	35	482	50	529
1012	55	482	70	532
1013	75	482	90	534
1014	95	482	111	538
1015	115	482	132	542
1016	136	482	155	547
1017	159	482	181	549
1018	185	482	212	547
1019	15	571	44	634
1020	48	571	79	630
1021	83	571	115	628
1022	119	571	152	627
1023	156	571	190	624
1024	194	571	228	623
1050	17	390	48	405
1051	53	390	84	405
1052	89	390	123	407
1053	128	390	166	411
1054	171	390	211	414
1060	17	419	40	439
1061	45	419	68	442
1062	73	419	99	447
1063	104	419	137	450
1064	142	419	184	453
1065	189	419	238	454
